"tick","A treasure's value","Number of teams formed"
83.0,434.23132679181197,27.0
84.0,429.8890135238938,27.0
85.0,425.5901233886549,27.0
86.0,421.3342221547683,27.0
87.0,417.12087993322064,27.0
88.0,412.94967113388844,27.0
89.0,408.82017442254954,27.0
90.0,404.73197267832404,27.0
91.0,400.6846529515408,27.0
92.0,396.67780642202536,27.0
93.0,392.7110283578051,27.0
94.0,388.7839180742271,27.0
95.0,384.8960788934848,27.0
96.0,381.04711810454995,27.0
97.0,377.23664692350445,27.0
98.0,373.4642804542694,27.0
99.0,369.72963764972667,27.0
100.0,366.0323412732294,27.0
101.0,362.3720178604971,27.0
102.0,358.74829768189215,27.0
103.0,355.1608147050732,27.0
104.0,351.6092065580225,27.0
105.0,348.0931144924423,27.0
106.0,344.6121833475179,27.0
107.0,341.1660615140427,27.0
108.0,337.7544008989023,27.0
109.0,334.37685688991326,27.0
110.0,331.03308832101413,27.0
111.0,327.722757437804,27.0
112.0,324.4455298634259,27.0
113.0,321.20107456479167,27.0
114.0,317.9890638191437,27.0
115.0,314.8091731809523,27.0
116.0,311.6610814491428,27.0
117.0,308.54447063465136,27.0
118.0,305.45902592830487,27.0
119.0,302.40443566902184,27.0
120.0,299.3803913123316,27.0
121.0,296.3865873992083,27.0
122.0,293.4227215252162,27.0
123.0,290.48849430996404,27.0
124.0,287.5836093668644,27.0
125.0,284.70777327319576,27.0
126.0,281.8606955404638,27.0
127.0,279.04208858505916,27.0
128.0,276.25166769920855,27.0
129.0,273.48915102221645,27.0
130.0,270.7542595119943,27.0
131.0,268.04671691687435,27.0
132.0,265.3662497477056,27.0
133.0,262.7125872502285,27.0
134.0,260.08546137772623,27.0
135.0,257.484606763949,27.0
136.0,254.9097606963095,27.0
137.0,252.3606630893464,27.0
138.0,249.83705645845293,27.0
139.0,247.33868589386842,27.0
140.0,244.86529903492973,27.0
141.0,242.41664604458043,27.0
142.0,239.99247958413463,27.0
143.0,237.59255478829328,27.0
144.0,235.21662924041036,27.0
145.0,232.86446294800626,27.0
146.0,230.5358183185262,27.0
147.0,228.23046013534093,27.0
148.0,225.94815553398752,27.0
149.0,223.68867397864764,27.0
150.0,221.45178723886116,27.0
151.0,219.23726936647256,27.0
152.0,217.04489667280782,27.0
153.0,214.87444770607974,27.0
154.0,212.72570322901893,27.0
155.0,210.59844619672873,27.0
156.0,208.49246173476143,27.0
157.0,206.40753711741382,27.0
158.0,204.34346174623968,27.0
159.0,202.3000271287773,27.0
160.0,200.27702685748952,27.0
161.0,198.27425658891462,27.0
162.0,196.29151402302548,27.0
163.0,194.32859888279523,27.0
164.0,192.3853128939673,27.0
165.0,190.46145976502763,27.0
166.0,188.55684516737736,27.0
167.0,186.67127671570358,27.0
168.0,184.80456394854656,27.0
169.0,182.9565183090611,27.0
170.0,181.1269531259705,27.0
171.0,179.31568359471078,27.0
172.0,177.52252675876366,27.0
173.0,175.74730149117602,27.0
174.0,173.98982847626425,27.0
175.0,172.24993019150162,27.0
176.0,170.5274308895866,27.0
177.0,168.82215658069074,27.0
178.0,167.13393501488383,27.0
179.0,165.462595664735,27.0
180.0,163.80796970808765,27.0
181.0,162.16989001100677,27.0
182.0,160.5481911108967,27.0
183.0,158.94270919978774,27.0
184.0,157.35328210778985,27.0
185.0,155.77974928671196,27.0
186.0,154.22195179384485,27.0
187.0,152.67973227590642,27.0
188.0,151.15293495314737,27.0
189.0,149.64140560361588,27.0
190.0,148.1449915475797,27.0
191.0,146.66354163210391,27.0
192.0,145.1969062157829,27.0
193.0,143.74493715362507,27.0
194.0,142.30748778208883,27.0
195.0,140.88441290426795,27.0
196.0,139.47556877522527,27.0
197.0,138.08081308747302,27.0
198.0,136.7000049565983,27.0
199.0,135.33300490703232,27.0
200.0,133.97967485796198,27.0
201.0,132.63987810938235,27.0
202.0,131.31347932828854,27.0
203.0,130.00034453500564,27.0
204.0,128.70034108965558,27.0
205.0,127.41333767875902,27.0
206.0,126.13920430197143,27.0
207.0,124.87781225895172,27.0
208.0,123.62903413636221,27.0
209.0,122.39274379499858,27.0
210.0,121.1688163570486,27.0
211.0,119.95712819347811,27.0
212.0,118.75755691154333,27.0
213.0,117.5699813424279,27.0
214.0,116.39428152900362,27.0
215.0,115.23033871371358,27.0
216.0,114.07803532657644,27.0
217.0,112.93725497331067,27.0
218.0,111.80788242357757,27.0
219.0,110.68980359934179,27.0
220.0,109.58290556334836,27.0
221.0,108.48707650771487,27.0
222.0,107.40220574263773,27.0
223.0,106.32818368521136,27.0
224.0,105.26490184835924,27.0
225.0,104.21225282987565,27.0
226.0,103.17013030157689,27.0
227.0,102.13842899856112,27.0
228.0,101.11704470857552,27.0
229.0,100.10587426148976,27.0
230.0,99.10481551887486,27.0
231.0,98.11376736368611,27.0
232.0,97.13262969004924,27.0
233.0,96.16130339314876,27.0
234.0,95.19969035921727,27.0
235.0,94.2476934556251,27.0
236.0,93.30521652106884,27.0
237.0,92.37216435585816,27.0
238.0,91.44844271229958,27.0
239.0,90.53395828517658,27.0
240.0,89.62861870232481,27.0
241.0,88.73233251530156,27.0
