"tick","A treasure's value","Number of teams formed"
83.0,434.23132679181197,14.0
84.0,429.8890135238938,14.0
85.0,425.5901233886549,14.0
86.0,421.3342221547683,14.0
87.0,417.12087993322064,14.0
88.0,412.94967113388844,14.0
89.0,408.82017442254954,14.0
90.0,404.73197267832404,14.0
91.0,400.6846529515408,14.0
92.0,396.67780642202536,14.0
93.0,392.7110283578051,14.0
94.0,388.7839180742271,14.0
95.0,384.8960788934848,14.0
96.0,381.04711810454995,14.0
97.0,377.23664692350445,14.0
98.0,373.4642804542694,14.0
99.0,369.72963764972667,14.0
100.0,366.0323412732294,14.0
101.0,362.3720178604971,14.0
102.0,358.74829768189215,14.0
103.0,355.1608147050732,14.0
104.0,351.6092065580225,14.0
105.0,348.0931144924423,14.0
106.0,344.6121833475179,14.0
107.0,341.1660615140427,14.0
108.0,337.7544008989023,14.0
109.0,334.37685688991326,14.0
110.0,331.03308832101413,14.0
111.0,327.722757437804,14.0
112.0,324.4455298634259,14.0
113.0,321.20107456479167,14.0
114.0,317.9890638191437,14.0
115.0,314.8091731809523,14.0
116.0,311.6610814491428,14.0
117.0,308.54447063465136,14.0
118.0,305.45902592830487,14.0
119.0,302.40443566902184,14.0
120.0,299.3803913123316,14.0
121.0,296.3865873992083,14.0
122.0,293.4227215252162,14.0
123.0,290.48849430996404,14.0
124.0,287.5836093668644,14.0
125.0,284.70777327319576,14.0
126.0,281.8606955404638,14.0
127.0,279.04208858505916,14.0
128.0,276.25166769920855,14.0
129.0,273.48915102221645,14.0
130.0,270.7542595119943,14.0
131.0,268.04671691687435,14.0
132.0,265.3662497477056,14.0
133.0,262.7125872502285,14.0
134.0,260.08546137772623,14.0
135.0,257.484606763949,14.0
136.0,254.9097606963095,14.0
137.0,252.3606630893464,14.0
138.0,249.83705645845293,14.0
139.0,247.33868589386842,14.0
140.0,244.86529903492973,14.0
141.0,242.41664604458043,14.0
142.0,239.99247958413463,14.0
143.0,237.59255478829328,14.0
144.0,235.21662924041036,14.0
145.0,232.86446294800626,14.0
146.0,230.5358183185262,14.0
147.0,228.23046013534093,14.0
148.0,225.94815553398752,14.0
149.0,223.68867397864764,14.0
150.0,221.45178723886116,14.0
151.0,219.23726936647256,14.0
152.0,217.04489667280782,14.0
153.0,214.87444770607974,14.0
154.0,212.72570322901893,14.0
155.0,210.59844619672873,14.0
156.0,208.49246173476143,14.0
157.0,206.40753711741382,14.0
158.0,204.34346174623968,14.0
159.0,202.3000271287773,14.0
160.0,200.27702685748952,14.0
161.0,198.27425658891462,14.0
162.0,196.29151402302548,14.0
163.0,194.32859888279523,14.0
164.0,192.3853128939673,14.0
165.0,190.46145976502763,14.0
166.0,188.55684516737736,14.0
167.0,186.67127671570358,14.0
168.0,184.80456394854656,14.0
169.0,182.9565183090611,14.0
170.0,181.1269531259705,14.0
171.0,179.31568359471078,14.0
172.0,177.52252675876366,14.0
173.0,175.74730149117602,14.0
174.0,173.98982847626425,14.0
175.0,172.24993019150162,14.0
176.0,170.5274308895866,14.0
177.0,168.82215658069074,14.0
178.0,167.13393501488383,14.0
179.0,165.462595664735,14.0
180.0,163.80796970808765,14.0
181.0,162.16989001100677,14.0
182.0,160.5481911108967,14.0
183.0,158.94270919978774,14.0
184.0,157.35328210778985,14.0
185.0,155.77974928671196,14.0
186.0,154.22195179384485,14.0
187.0,152.67973227590642,14.0
188.0,151.15293495314737,14.0
